id,name,address,city,postal_code,phone_number,email,email_order,visit_address,visit_city,visit_zip,display_city,b2b,b2c,has_store,has_ecom,abo_orgnr,abo_employees,abo_vd_name,abo_vd_role,contact_email,contact_phone,confidence,se_zone,revenue_ksek,revenue_msek,employees_int,score_services,score_revenue,score_raw,mult_zone,mult_size,score_final,tier,has_wp_water,has_wp_luftluft,has_solar,has_energiopt,has_b2c_service,b2c_only
1153,Infjärdens Värme AB Tierp,Vallby 210,Tierp,815 92,010-414 40 60,tierp@ivab.com,,Vallby 210,Tierp,815 92,,True,True,False,True,5591281745,24,Per Magnus Dahlström,Verkställande direktör,tierp@ivab.com,010-414 40 60,low,3,113998,114.0,24,10,3,13,1.0,1.0,13.0,A,1,1,1,1,1,0
1098,Söderlunds Rör AB Tierp,Ladvägen 6,Tierp,815 35,010-455 03 40,info@sra.nu,order@sratierp.se,Ladvägen 6,Tierp,815 35,,True,True,False,True,5591281745,24,Per Magnus Dahlström,Verkställande direktör,info@sra.nu,010-455 03 40,low,3,113998,114.0,24,10,3,13,1.0,1.0,13.0,A,1,1,1,1,1,0
1160,Infjärdens Värme AB Hässleholm,Hövdingegatan 35,Hässleholm,281 33,0451-38 13 60,hassleholm@ivab.com,,Hövdingegatan 35,Hässleholm,281 33,,True,False,,,5592263346,7,Hans Magnus Hagberg,Verkställande direktör,hassleholm@ivab.com,0451-38 13 60,ok,4,44585,44.6,7,9,2,11,1.28,0.9,12.67,A,1,1,0,1,1,0
1181,Comfort i Limhamn,Linnégatan 36,Limhamn,216 14,040-162 424,info@bad-energi.se,info@bad-energi.se,Linnégatan 36,Limhamn,216 14,,True,True,True,True,5568187271,9,Jan Bertil Tobias Jakobsson,Ordförande,info@bad-energi.se,040-162 424,ok,4,34760,34.8,9,9,2,11,1.28,0.9,12.67,A,1,1,0,1,1,0
1198,Comfort VVS & EL Öland Löttorp,Förrådsvägen 18,Löttorp,387 72,0485-363 83,jenny@comfortoland.se,,Förrådsvägen 18,Löttorp,387 72,,True,True,True,False,5562738061,6,Simon Arne Gustav Andersson,Verkställande direktör,jenny@comfortoland.se,0485-363 83,ok,4,15384,15.4,6,10,1,11,1.28,0.9,12.67,A,1,1,1,1,1,0
1142,Knut Svenssons Rör AB,Bredgatan 1,Huskvarna,561 34,036-13 08 51,mail@svenssonsror.com,info@svenssonsror.com,Bredgatan 1,Huskvarna,561 34,,True,True,False,False,5565585089,27,Bjarne Gunnar Svensson,Ledamot,mail@svenssonsror.com,036-13 08 51,ok,3,55270,55.3,27,10,2,12,1.0,1.0,12.0,A,1,1,1,1,1,0
1099,Sälles Rör AB,Järnvägsgatan 32,Götene,533 30,0511-508 00,info@sallesror.se,,Järnvägsgatan 32,Götene,533 30,,True,True,True,False,5565317111,56,Carl Magnus Liljestam,Extern verkställande direktör,info@sallesror.se,0511-508 00,ok,3,136531,136.5,56,10,3,13,1.0,0.9,11.7,A,1,1,1,1,1,0
1188,Comfort Kinna AB,Muraregatan 1,Kinna,511 55,0320-180 00,info@comfortkinna.se,robin.johnsson@comfortkinna.se,Muraregatan 1,Kinna,511 55,,True,True,True,True,5560341561,47,Rolf Tom Ola Månsson,Verkställande direktör,info@comfortkinna.se,0320-180 00,ok,3,172080,172.1,47,10,3,13,1.0,0.9,11.7,A,1,1,1,1,1,0
1199,Comfort VVS & EL Öland Färjestaden,Industrigatan 1,Färjestaden,386 32,0485-363 83,peter@comfortoland.se,,Industrigatan 1,Färjestaden,386 32,,True,True,False,False,5595004200,10-19,Ida Margarita Hellström,Ledamot,peter@comfortoland.se,0485-363 83,ok,4,,,10,10,0,10,1.28,0.9,11.52,A,1,1,1,1,1,0
1071,Newmans VVS AB Helsingborg,Muskötgatan 17,Helsingborg,254 66,0479-134 41,info@newmansvvs.se,elisabeth.ahlberg@newmansvvs.se,Muskötgatan 17,Helsingborg,254 66,,False,False,False,False,5567155170,15,Per Erik Martin Persson,Ledamot,info@newmansvvs.se,0479-134 41,low,4,23810,23.8,15,9,1,10,1.28,0.9,11.52,A,1,1,0,1,1,0
1126,Newmans VVS i Värnamo - Ljungby,Bolmstadvägen 38,Ljungby,341 34,073-0789950,oskar.davidsson@newmansvvs.se,elisabeth.ahlberg@newmansvvs.se,Bolmstadvägen 38,Ljungby,341 34,,True,True,False,True,5564703717,135,Håkan Steimer Larsson,Extern verkställande direktör,oskar.davidsson@newmansvvs.se,073-0789950,ok,4,586024,586.0,135,9,3,12,1.28,0.75,11.52,A,1,1,0,1,1,0
1094,Ternstedt Invent AB - Västervik,Lunnargatan 11,Västervik,593 62,0490-697 00,info@ternstedtinvent.se,Henrik.johansson@ternstedtinvent.se,Lunnargatan 11,Västervik,593 62,,True,True,False,True,5567656821,7,Paul Rolf David Robertsson,Ordförande,info@ternstedtinvent.se,0490-697 00,ok,4,8772,8.8,7,10,0,10,1.28,0.9,11.52,A,1,1,1,1,1,0
1150,K-B Rör AB,Lunnavägen 6,Alafors,449 50,0303-74 20 20,info@kbror.se,butik@kbror.se,Lunnavägen 6,Alafors,449 50,,True,True,True,True,5561110759,30,Daniel Tobias Karlsson,Verkställande direktör,info@kbror.se,0303-74 20 20,ok,3,58188,58.2,30,9,2,11,1.0,1.0,11.0,A,1,1,0,1,1,0
1193,Alingsås Rör AB,Verkstadsgatan 4,Alingsås,441 57,0322-611 980,info@mellbyror.se,order.alingsas@mellbyror.se,Verkstadsgatan 4,Alingsås,441 57,,True,True,True,True,5564657459,21,Emma Johanna Caroline Nyström,Extern verkställande direktör,info@mellbyror.se,0322-611 980,low,3,67071,67.1,21,9,2,11,1.0,1.0,11.0,A,1,1,0,1,1,0
1173,Djupedals Rör Alingsås,Mejerigatan 6,Alingsås,441 39,0322-101 06,info@djupedalsror.se,info@djupedalsror.se,Mejerigatan 6,Alingsås,441 39,,False,False,False,False,5564657459,21,Emma Johanna Caroline Nyström,Extern verkställande direktör,info@djupedalsror.se,0322-101 06,low,3,67071,67.1,21,9,2,11,1.0,1.0,11.0,A,1,1,0,1,1,0
1165,Hovby Rör AB,Hovby Ängsbo 14,Lidköping,531 92,051-08 65 00,info@hovbygruppen.se,order@hovbygruppen.se,Hovby Ängsbo 14,Lidköping,531 92,,True,True,True,True,5564148715,28,Elsa Marianne Kristoffersson,Verkställande direktör,info@hovbygruppen.se,051-08 65 00,low,3,50600,50.6,28,9,2,11,1.0,1.0,11.0,A,1,1,0,1,1,0
1105,Stora Mellby Rör AB,Gräsgatan 4,Sollebrunn,441 73,0322-418 80,info@mellbyror.se,order@mellbyror.se,Gräsgatan 4,Sollebrunn,441 73,,True,True,True,True,5561926055,25,Anna Helena Dahllöf Karlsson,Ordförande,info@mellbyror.se,0322-418 80,ok,3,49754,49.8,25,9,2,11,1.0,1.0,11.0,A,1,1,0,1,1,0
1143,Kjellners Rör AB Vara,Ekedalsgatan 16,Vara,534 31,0512-101 98,christofer.kjellner@kjellnersror.se,weborder@kjellnersror.se,Ekedalsgatan 16,Vara,534 31,,True,True,True,True,5568947500,39,Karl Emil David Kjellner,Verkställande direktör,christofer.kjellner@kjellnersror.se,0512-101 98,low,3,64534,64.5,39,9,2,11,1.0,1.0,11.0,A,1,1,0,1,1,0
1130,Mählqvist Rör AB Vingåker,Hantverksgatan 25,Vingåker,643 30,0151-51 81 50,vingaker@mahlqvist.se,weborder@mahlqvist.se,Hantverksgatan 25,Vingåker,643 30,,True,True,True,True,5563979524,28,Emil Erik Gustav Appelqvist,Verkställande direktör,vingaker@mahlqvist.se,0151-51 81 50,ok,3,44930,44.9,28,9,2,11,1.0,1.0,11.0,A,1,1,0,1,1,0
1132,Mählqvist Rör AB Flen,Kungsvägen 8,Flen,642 34,0157-244 60,flen@mahlqvist.se,weborder@mahlqvist.se,Kungsvägen 8,Flen,642 34,,True,True,True,True,5563842037,50,Guy Johan Anders Rickard Brännman,Extern verkställande direktör,flen@mahlqvist.se,0157-244 60,ok,3,102933,102.9,50,9,3,12,1.0,0.9,10.8,A,1,1,0,1,1,0
1082,Vetlanda Rör,Östra Nygatan 10,Vetlanda,574 33,0383-158 49,info@vetlandaror.se,johan@vetlandaror.se,Östra Nygatan 10,Vetlanda,574 33,,True,True,True,True,5565940813,45,Magnus Lennart Gustav Teodorsson,Verkställande direktör,info@vetlandaror.se,0383-158 49,ok,3,105323,105.3,45,9,3,12,1.0,0.9,10.8,A,1,1,0,1,1,0
1182,Comfort i Halmstad,Knut Peters Väg 40,Halmstad,302 41,035-10 62 88,info@halmstad.comfort.se,info@halmstad.comfort.se,Knut Peters Väg 40,Halmstad,302 41,,True,True,True,True,5566852389,6,Per Mikael Sjölin,Verkställande direktör,info@halmstad.comfort.se,035-10 62 88,low,4,9642,9.6,6,9,0,9,1.28,0.9,10.37,A,1,1,0,1,1,0
1158,Infjärdens Värme AB Köping,Hantverkaregatan 3,Köping,731 50,010-414 40 90,koping@ivab.com,koping@ivab.com,Hantverkaregatan 3,Köping,731 50,,True,True,False,True,5566465901,18,Bengt Fredrik Wahlqvist,Verkställande direktör,koping@ivab.com,010-414 40 90,ok,3,11748,11.7,18,9,1,10,1.0,1.0,10.0,A,1,1,0,1,1,0
1137,Limmareds Rör AB,Västra Järnvägsgatan 6,Limmared,514 42,0325-716 00,patrik@limmaredsror.se,anna-karin@limmaredsror.se,Västra Järnvägsgatan 6,Limmared,514 42,,True,True,True,True,5562269745,17,Patrik Gunnar Carlsson,Verkställande direktör,patrik@limmaredsror.se,0325-716 00,ok,3,26036,26.0,17,9,1,10,1.0,1.0,10.0,A,1,1,0,1,1,0
1129,Mälardalens Energi & VVS AB,Torestavägen 2,Eskilstuna,632 39,016-55 12 220,info@malardalensvvs.se,Carl.hedback@malardalensvvs.se,Torestavägen 2,Eskilstuna,632 39,,True,True,,,5591819049,10,Carl Johan Hedbäck,Ledamot,info@malardalensvvs.se,016-55 12 220,ok,3,31910,31.9,10,9,2,11,1.0,0.9,9.9,A,1,1,0,1,1,0
1189,Br Perssons Rör AB,Gullstensgatan 27,Gullspång,547 31,0551-210 10,info@brperssons.se,info@brperssons.se,Gullstensgatan 27,Gullspång,547 31,,True,True,True,True,5564346640,11,Erik Peter Hoffman,Verkställande direktör,info@brperssons.se,0551-210 10,ok,3,42776,42.8,11,9,2,11,1.0,0.9,9.9,A,1,1,0,1,1,0
1449,Clavis AB,Norrahammarsvägen 127c,Jönköping,556 27,036-40 200,hej@clavisvvs.se,hej@clavisvvs.se,Norrahammarsvägen 127c,Jönköping,556 27,,False,False,True,False,5591385090,12,Ulf Klas Mikael Vallin,Verkställande direktör,hej@clavisvvs.se,036-40 200,ok,3,34088,34.1,12,9,2,11,1.0,0.9,9.9,A,1,1,0,1,1,0
1120,Oppunda VVS-Service AB,Mossvägen 8,Katrineholm,641 49,0150-555 30,info@oppundavvs.se,info@oppundavvs.se,Mossvägen 8,Katrineholm,641 49,,True,True,True,True,5564568797,51,Viktoria Linnéa Margaretha Hansson,Extern verkställande direktör,info@oppundavvs.se,0150-555 30,ok,3,98458,98.5,51,9,2,11,1.0,0.9,9.9,A,1,1,0,1,1,0
1140,Landsbro Rör,Brobygränd 6,Landsbro,574 72,0383-60818,oscar@landsbroror.se,susanna@rorservice.com,Brobygränd 6,Landsbro,574 72,,True,True,True,True,5590644562,10,Carl Andreas Lundgren,Verkställande direktör,oscar@landsbroror.se,0383-60818,ok,3,38900,38.9,10,9,2,11,1.0,0.9,9.9,A,1,1,0,1,1,0
1136,Lindesbergs VVS/EL AB,Stafettgatan 16,Lindesberg,711 34,0581-836 40,info@lindesbergsvvs.se,lina@lindesbergsvvs.se,Stafettgatan 16,Lindesberg,711 34,,True,True,True,True,5568195894,15,Arna Thöll Arnardottir Lindberg,Verkställande direktör,info@lindesbergsvvs.se,0581-836 40,ok,3,16747,16.7,15,10,1,11,1.0,0.9,9.9,A,1,1,1,1,1,0
1106,Sköldsbergs VVS AB,Idas väg 4-6,Stenkullen,443 61,0302-221 74,info@skoldsbergs.se,ehandel@skoldsbergs.se,Idas väg 4-6,Stenkullen,443 61,,True,True,True,True,5591663181,10,Simon David Knoks,Verkställande direktör,info@skoldsbergs.se,0302-221 74,ok,3,37370,37.4,10,9,2,11,1.0,0.9,9.9,A,1,1,0,1,1,0
1135,Lurs Rör,Storemyrsvägen 9,Tanumshede,457 31,0525-291 60,lurs-ror@comfort-stromstad.com,robert.collin@comfort-stromstad.com,Storemyrsvägen 9,Tanumshede,457 31,,True,True,True,True,5565136263,10,Björn Patrik Berntsson,Extern verkställande direktör,lurs-ror@comfort-stromstad.com,0525-291 60,ok,3,70811,70.8,10,9,2,11,1.0,0.9,9.9,A,1,1,0,1,1,0
1180,Comfort Söderlunds Rör AB Uppsala,Verkstadsgatan 9,Uppsala,753 23,010-455 03 40,info@sra.nu,order@sratierp.se,Verkstadsgatan 9,Uppsala,753 23,,True,True,True,True,5568245954,13,Carl Magnus Christian Bonthron,Ledamot,info@sra.nu,010-455 03 40,low,3,13674,13.7,13,10,1,11,1.0,0.9,9.9,A,1,1,1,1,1,0
1096,Ternstedt Invent AB - Linköping,Norra Svedengatan 36B,Linköping,582 73,013-684 00,info@ternstedtinvent.se,service@ternstedtinvent.se,Norra Svedengatan 36B,Linköping,582 73,,True,True,True,True,5565671152,130,Klas Henrik Gyllenhammar,Verkställande direktör,info@ternstedtinvent.se,013-684 00,ok,3,240716,240.7,130,10,3,13,1.0,0.75,9.75,A,1,1,1,1,1,0
1459,Ternstedt Invent AB - Norrköping,Koppargatan 6,Norrköping,682 23,010-682 25 00,info@ternstedtinvent.se,ewa@ternstedtinvent.se,Koppargatan 6,Norrköping,60223,,False,False,True,True,5565671152,130,Klas Henrik Gyllenhammar,Verkställande direktör,info@ternstedtinvent.se,010-682 25 00,ok,3,240716,240.7,130,10,3,13,1.0,0.75,9.75,A,1,1,1,1,1,0
1147,Kjellners Rör AB Floby,Kellgrensgatan 25,Floby,521 51,0515-407 10,david.kjellner@kjellnersror.se,weborder@kjellnersror.se,Kellgrensgatan 25,Floby,521 51,,True,True,False,True,5569818874,386,Roy Magnus Prim,Extern verkställande direktör,david.kjellner@kjellnersror.se,0515-407 10,ok,3,2809738,2809.7,386,9,3,12,1.0,0.75,9.0,A,1,1,0,1,1,0
1117,Projektrör Väst AB,Skårs Led 3B,Göteborg,412 63,031-14 39 39,info@projektror.se,,Skårs Led 3B,Göteborg,412 63,,True,False,False,,5563792729,155,Lars Erik Edström,Extern verkställande direktör,info@projektror.se,031-14 39 39,ok,3,1721546,1721.5,155,9,3,12,1.0,0.75,9.0,A,1,1,0,1,1,0
1146,Kjellners Rör AB Herrljunga,Horsbystigen 1,Herrljunga,524 32,0513-210 65,david.kjellner@kjellnersror.se,weborder@kjellnersror.se,Horsbystigen 1,Herrljunga,524 32,,True,True,True,True,5560336256,292,Joakim Sven-Inge Backlund,Verkställande direktör,david.kjellner@kjellnersror.se,0513-210 65,ok,3,981102,981.1,292,9,3,12,1.0,0.75,9.0,A,1,1,0,1,1,0
1115,Ronnys VVS och Energiservice AB,Lovisagatan 21,Jönköping,554 72,036-313240,info@ronnysvvs.se,info@ronnysvvs.se,Lovisagatan 21,Jönköping,554 72,,True,True,False,True,5564794856,12,Karl Ronny Alexander Löfgren,Ledamot,info@ronnysvvs.se,036-313240,ok,3,28603,28.6,12,9,1,10,1.0,0.9,9.0,A,1,1,0,1,1,0
1097,Ternstedt Invent AB - Kisa,Sjövallavägen 5,Kisa,590 39,0494-69 91 00,info@ternstedtinvent.se,service-kinda@ternstedtinvent.se,Sjövallavägen 5,Kisa,590 39,,True,True,False,True,5564764255,6,Kent Erik Berg,Verkställande direktör,info@ternstedtinvent.se,0494-69 91 00,ok,3,5935,5.9,6,10,0,10,1.0,0.9,9.0,A,1,1,1,1,1,0
1145,Kjellners Rör AB Kvänum,Karlagatan 3,Kvänum,535 30,0512-926 75,anton.hjalmarsson@kjellnersror.se,weborder@kjellnersror.se,Karlagatan 3,Kvänum,535 30,,True,True,True,True,5562023159,132,Johan Niklas Efraimsson,Verkställande direktör,anton.hjalmarsson@kjellnersror.se,0512-926 75,low,3,279084,279.1,132,9,3,12,1.0,0.75,9.0,A,1,1,0,1,1,0
1046,Lundstedts Rör,Vintergatan 4,Motala,591 32,0141-54 560,info@lundstedtsror.se,,Vintergatan 4,Motala,591 32,,False,False,False,False,5568606890,11,Krister Arne Fogelin,Verkställande direktör,info@lundstedtsror.se,0141-54 560,low,3,22265,22.3,11,9,1,10,1.0,0.9,9.0,A,1,1,0,1,1,0
1119,Oxelösunds Rör AB,Torggatan 24,Oxelösund,613 30,0155-304 25,info@ox-ror.se,,Torggatan 24,Oxelösund,613 30,,True,True,True,,5564085123,7,Kurt Mikael Nilsson,Ordförande,info@ox-ror.se,0155-304 25,ok,3,15256,15.3,7,9,1,10,1.0,0.9,9.0,A,1,1,0,1,1,0
1113,Rörab Infra AB,Bergkällavägen 20,Sollentuna,192 79,08-590 341 30,Info@rorab.se,eric@rorab.se,Bergkällavägen 20,Sollentuna,192 79,,True,True,False,True,5590173372,15,Ulf Eric Örnberg,Verkställande direktör,Info@rorab.se,08-590 341 30,ok,3,27748,27.7,15,9,1,10,1.0,0.9,9.0,A,1,1,0,1,1,0
1152,Infjärdens Värme AB Uppsala,Björkgatan 9,Uppsala,750 11,010-414 40 80,uppsala@ivab.com,,Björkgatan 9,Uppsala,750 11,,True,False,,,5568245954,13,Carl Magnus Christian Bonthron,Ledamot,uppsala@ivab.com,010-414 40 80,low,3,13674,13.7,13,9,1,10,1.0,0.9,9.0,A,1,1,0,1,1,0
1191,Bad & Energicenter AB,Mickelsvägen 6,Hudiksvall,824 34,0650-769 20,info@badenergi.se,info@badenergi.se,Mickelsvägen 6,Hudiksvall,824 34,,True,True,True,True,5564761053,22,Hans Jakob Landström,Extern verkställande direktör,info@badenergi.se,0650-769 20,ok,2,62968,63.0,22,9,2,11,0.78,1.0,8.58,A,1,1,0,1,1,0
1161,Infjärdens Värme AB Holmsund,Järnvägsgatan 12,Holmsund,913 35,010-414 41 30,umea@ivab.com,,Järnvägsgatan 12,Holmsund,913 35,,True,False,,,5560611765,15,Per Magnus Johansson,Verkställande direktör,umea@ivab.com,010-414 41 30,ok,2,163565,163.6,15,9,3,12,0.78,0.9,8.42,A,1,1,0,1,1,0
1123,Närkes Energiteknik AB,Grusgropsvägen 5,Örebro,702 36,019-611 78 85,info@narkesenergiteknik.se,,Grusgropsvägen 5,Örebro,702 36,,True,False,,,5567937965,8,Carl Marcus Bergfalk,Verkställande direktör,info@narkesenergiteknik.se,019-611 78 85,ok,3,21570,21.6,8,8,1,9,1.0,0.9,8.1,A,1,1,0,1,0,0
1085,Värme & Sanitet A Palmér AB,Tegelbruksgatan 1,Vimmerby,598 40,0492-150 90,mattias@comfortvby.se,mattias@comfortvby.se,Tegelbruksgatan 1,Vimmerby,598 40,,True,True,True,True,5560894627,10,Peder Mattias Eek,Verkställande direktör,mattias@comfortvby.se,0492-150 90,ok,3,23210,23.2,10,8,1,9,1.0,0.9,8.1,A,1,0,0,1,1,0
1048,Rör-Karlsson Kalmar,Wismarsvägen 3,Kalmar,392 56,0480-98 93 50,info@ror-karlsson.se,info@ror-karlsson.se,Wismarsvägen 3,Kalmar,392 56,,True,True,False,False,5592719016,4,Adam Persson,Ledamot,info@ror-karlsson.se,0480-98 93 50,low,4,8515,8.5,4,9,0,9,1.28,0.7,8.06,A,1,1,0,1,1,0
1125,NG Nilsson Rör AB,Industrigatan 3,Sjöbo,275 39,0416-196 15,info@ngnilsson.se,info@ngnilsson.se,Industrigatan 3,Sjöbo,275 39,,True,True,False,True,5592581630,2,Hans Stefan Seaton Jacobsson,Ledamot,info@ngnilsson.se,0416-196 15,ok,4,8471,8.5,2,9,0,9,1.28,0.7,8.06,A,1,1,0,1,1,0
1179,Comfort Visby,Stenkumlaväg 6,Visby,621 46,0498-20 17 70,,kontakt@comfortvisby.se ,Stenkumlaväg 6,Visby,621 46,,True,True,False,True,5563916260,1,Birgitta Anna Emelie Amér,Ledamot,,0498-20 17 70,low,4,665,0.7,1,9,0,9,1.28,0.7,8.06,A,1,1,0,1,1,0
1175,Curt Petterssons Värme AB,Nibblingsvägen 20,Arnäsvall,891 55,0660-822 70,info@petterssonsvarme.se,info@petterssonsvarme.se,Nibblingsvägen 20,Arnäsvall,891 55,Örnsköldsvik,True,True,True,True,5566825823,14,Sven Tommy Nilsson,Verkställande direktör,info@petterssonsvarme.se,0660-822 70,ok,2,32504,32.5,14,9,2,11,0.78,0.9,7.72,A,1,1,0,1,1,0
1107,Simonssons Rör AB,Hantverksvägen 3,Lima,780 64,0280-31 231,info@simonssonsror.se,erik@simonssonsror.se,Hantverksvägen 3,Lima,780 64,Lima/Sälen,False,True,False,True,5562202183,15,Erik Sture Simonsson,Verkställande direktör,info@simonssonsror.se,0280-31 231,ok,2,40971,41.0,15,9,2,11,0.78,0.9,7.72,A,1,1,0,1,1,0
1122,"Olja & Sanitet, AB",Övergårdsvägen 14,Sollefteå,881 41,0620-147 15,info@oljasanitet.nu,leif@oljasanitet.nu,Övergårdsvägen 14,Sollefteå,881 41,,True,True,True,True,5566211404,15,Leif Gustav Medin,Ordförande,info@oljasanitet.nu,0620-147 15,ok,2,32103,32.1,15,9,2,11,0.78,0.9,7.72,A,1,1,0,1,1,0
1087,Wiiks Rör AB,Magasinsgatan 20,Storvik,812 30,0290-317 00,info@wiiksror.se,info@wiiksror.se,Magasinsgatan 20,Storvik,812 30,,True,True,True,True,5560958521,14,Elisabeth Johanna Wik,Verkställande direktör,info@wiiksror.se,0290-317 00,ok,2,30094,30.1,14,9,2,11,0.78,0.9,7.72,A,1,1,0,1,1,0
1472,Tärnaby Rör,Industrivägen 9,Tärnaby,925 31,073-818 29 20,joakim@tarnabyror.com,,,,,,True,True,False,False,5566252648,9,Magnus Karl Fredrik Larsson,Ledamot,joakim@tarnabyror.com,073-818 29 20,ok,2,16649,16.6,9,10,1,11,0.78,0.9,7.72,A,1,1,1,1,1,0
1465,Lars Anders VVS AB,Saedensvägen 1,Vindeln,92232,090-202 50 00,info@larsandersvvs.se,,,,,,True,True,False,False,5563847846,10,Lars Joakim Rudolfsson,Verkställande direktör,info@larsandersvvs.se,090-202 50 00,ok,2,18516,18.5,10,10,1,11,0.78,0.9,7.72,A,1,1,1,1,1,0
1128,Comfort VVS & EL Öland Mörbylånga,"Bygatan 7, Stora Frö",Mörbylånga,386 60,0485-363 83,mikael.siklund@comfortoland.se,emil@comfortoland.se,"Bygatan 7, Stora Frö",Mörbylånga,386 60,,True,True,True,True,63092111210521,0,,,mikael.siklund@comfortoland.se,0485-363 83,ok,4,,,0,10,0,10,1.28,0.6,7.68,A,1,1,1,1,1,0
1091,Thomas Rör,Norra järnvägsgatan 52A,Ljusdal,827 32,0651-10368,kontor@thomasror.se,kontor@thomasror.se,Norra järnvägsgatan 52A,Ljusdal,827 32,,True,True,False,True,5563249100,129,Dario Aganovic,Ordförande,kontor@thomasror.se,0651-10368,ok,2,261525,261.5,129,10,3,13,0.78,0.75,7.61,A,1,1,1,1,1,0
1088,Vattenhuset AB,Norra Backagatan 2,Borlänge,781 70,0243-22 60 60,butik@vattenhuset.se,ehandel@vattenhuset.se,Norra Backagatan 2,Borlänge,781 70,,True,True,True,True,5566129283,15,Ellen Hillevi Liselotte Michelotti,Ledamot,butik@vattenhuset.se,0243-22 60 60,ok,2,25126,25.1,15,9,1,10,0.78,0.9,7.02,A,1,1,0,1,1,0
